"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3468317663268156";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3468317663268156_3468320893267833";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Publicidad propaganda hagan sus apuestas";"2021-04-20T20:46:59+0000";"1";"";""
"1";"3";"1";"3468317663268156_3468322726600983";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Lo flipoooo🙉";"2021-04-20T20:48:04+0000";"0";"";""
"1";"4";"1";"3468317663268156_3468325439934045";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Como pueden decir eso y celebrarlo estando como están las ucis 🙈";"2021-04-20T20:49:32+0000";"5";"";""
"1";"5";"1";"3468317663268156_3468326536600602";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Estos se creen que esto es un anuncio de la coca cola, es del gobierno llevamos 100.000 muertos por culpa de vuestra gestión!!!";"2021-04-20T20:50:05+0000";"4";"";""
"1";"6";"1";"3468317663268156_3468326876600568";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Q vergüenza de gobierno.. dimisión ya";"2021-04-20T20:50:18+0000";"13";"";""
"1";"7";"1";"3468317663268156_3468327886600467";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Y para cuando la vacuna para todos los que quieren vacunarse ??????? 😡🤬";"2021-04-20T20:50:50+0000";"4";"";""
"1";"8";"1";"3468317663268156_3468327923267130";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"https://m.facebook.com/story.php?story_fbid=10158669067784504&id=717024503";"2021-04-20T20:50:51+0000";"0";"";""
"1";"9";"1";"3468317663268156_3468328479933741";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Y ahora todos decimos: Bravo!!!! Aplausos....listos y ya.";"2021-04-20T20:51:09+0000";"3";"";""
"1";"10";"1";"3468317663268156_3468329176600338";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"No queremos vacunas adeniviros e queremos arn oara vencer no más stop  adeniviros";"2021-04-20T20:51:29+0000";"2";"";""
"1";"11";"1";"3468317663268156_3468329393266983";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Dejar de mentir joder😠";"2021-04-20T20:51:38+0000";"1";"";""
"1";"12";"1";"3468317663268156_3468331249933464";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Me parece una indecencia que existiendo dos vacunas que en sus efectos secundarios no están posibles trombos, tengamos que elegir el riesgo de la vacuna o el riesgo del Covid. Ya hay casos en España de trombos en mayores de 60 con esta vacuna. Es una lotería.  Me indigna.";"2021-04-20T20:52:43+0000";"99";"";""
"1";"13";"1";"3468317663268156_3468338409932748";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Iros a mamarla sinverguenzas cuanta gente murieron entre ellos mi padre por las chapuzas atajo de cabrones";"2021-04-20T20:56:36+0000";"1";"";""
"1";"14";"1";"3468317663268156_3468341389932450";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Farzo ere";"2021-04-20T20:58:21+0000";"0";"";""
"1";"15";"1";"3468317663268156_3468350523264870";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"Maria José Orduña Bañon  A mi me parece una indecencia que haya accidentes coche.. Es una lotería. Me indigna.";"2021-04-20T21:02:49+0000";"29";"";""
"1";"16";"1";"3468317663268156_3468354203264502";"data";"data.*";"fetched (200)";"2021-08-04 12:52:32.273440";"Facebook:/<post-id>/comments";"No se lo creen ni ellos embusteros trileros";"2021-04-20T21:04:43+0000";"1";"";""
