"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3682270575206196";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3682270575206196_3682286848537902";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"María Cruz Avelino Rabazo ";"2021-07-05T14:18:58+0000";"0";"";""
"1";"3";"1";"3682270575206196_3682291191870801";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"";"2021-07-05T14:20:54+0000";"0";"";""
"1";"4";"1";"3682270575206196_3682291538537433";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Empecemos a vacunar a los jóvenes yaaaaa";"2021-07-05T14:21:04+0000";"26";"";""
"1";"5";"1";"3682270575206196_3682292428537344";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Me he vacunado  con pfizer";"2021-07-05T14:21:27+0000";"0";"";""
"1";"6";"1";"3682270575206196_3682292661870654";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Ayer se hizo una vacunanacion masiva en Tenerife... qué orgullo de personal sanitario .. amables y profesionales 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻";"2021-07-05T14:21:34+0000";"92";"";""
"1";"7";"1";"3682270575206196_3682295275203726";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"pues a ver si atienden los errores administrativos que dejan a personas de riesgo prioritario aún sin vacunar...semana 18 y sin respuesta!";"2021-07-05T14:22:42+0000";"10";"";""
"1";"8";"1";"3682270575206196_3682302401869680";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Yolanda Rubio Los jóvenes no quieren ser cobayas, porque esto no es una vacuna. ";"2021-07-05T14:25:21+0000";"19";"";""
"1";"9";"1";"3682270575206196_3682304351869485";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Laura Fes apague la TV porfavor.";"2021-07-05T14:26:09+0000";"7";"";""
"1";"10";"1";"3682270575206196_3682304848536102";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Yolanda Rubio DEJÉ A LOS JÓVENES EN PAZ  VACUNESE USTED";"2021-07-05T14:26:24+0000";"37";"";""
"1";"11";"1";"3682270575206196_3682305808536006";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Yolanda Rubio ya están empezando.";"2021-07-05T14:26:51+0000";"0";"";""
"1";"12";"1";"3682270575206196_3682305931869327";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Yolanda Rubio vacunese usted y sus hijos, deje al resto de niños en paz.";"2021-07-05T14:26:55+0000";"8";"";""
"1";"13";"1";"3682270575206196_3682308985202355";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Merche Garcia  Yo ya estoy vacunada!!!  Su no es una vacuna, según usted premio Nobel de la ciencia que es? ";"2021-07-05T14:27:56+0000";"2";"";""
"1";"14";"1";"3682270575206196_3682313525201901";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"NO SON VACUNAS SINVERGÜENZAS EXPERIMENTÓ CON PERSONAS";"2021-07-05T14:29:43+0000";"30";"";""
"1";"15";"1";"3682270575206196_3682313888535198";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Otro premio Nobel de la Ciencia!!!yo estoy vacunada y mis hijos se vacunaran cuando les toque, a los modernos e incrédulos vomo usted, no colapsen las urgencias!!!";"2021-07-05T14:29:50+0000";"5";"";""
"1";"16";"1";"3682270575206196_3682313985201855";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Continuamos con los ensayos de fase 3 de los experimentos genéticos. ¿Por qué no se vacuna con Sinovac? ¿Cuánto os pagan por individuo que incluís en dichos ensayos?  Dictadura sanitaria basada en una falsa pandemia.";"2021-07-05T14:29:53+0000";"23";"";""
"1";"17";"1";"3682270575206196_3682314161868504";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Mohamad Emrani lo siento pero no le entiendo";"2021-07-05T14:29:57+0000";"0";"";""
"1";"18";"1";"3682270575206196_3682315298535057";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Merche Garcia  Por que habla por boca de otros? ";"2021-07-05T14:30:26+0000";"1";"";""
"1";"19";"1";"3682270575206196_3682315331868387";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Yolanda Rubio vacúnate tú y deja a los demás en paz.";"2021-07-05T14:30:27+0000";"5";"";""
"1";"20";"1";"3682270575206196_3682318201868100";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"🔴 ME PUSIERON LA PFIZER Y ME DIÓ UNA PARÁLISIS FACIAL QUE TUVE QUE HACER REHABILITACIÓN PARA RECUPERAR MOVILIDAD. ¿CON QUE VACUNA PASA ESTO?";"2021-07-05T14:31:43+0000";"1";"";""
"1";"21";"1";"3682270575206196_3682318215201432";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Ministerio de Sanidad. Por qué motivos ignoran a mucha gente su segunda dosis de Pfizer!! Muchas han perdido su cita por A o B razones y están siendo ignorados. No los están notificando ";"2021-07-05T14:31:44+0000";"1";"";""
"1";"22";"1";"3682270575206196_3682318398534747";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Merche Garcia  Otra vez?  Luego no saturemos las urgencias por modernos Como usted.  Que tenga buen día. ";"2021-07-05T14:31:48+0000";"1";"";""
"1";"23";"1";"3682270575206196_3682321158534471";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Merche Garcia la pena es que no experimenten con usted … a ver, si descubren de donde sale tanta estupidez !  Más que nada, por si es natural , o se entrena !";"2021-07-05T14:33:07+0000";"7";"";""
"1";"24";"1";"3682270575206196_3682321168534470";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Antonio TG   Lo mismo te digo!!! ";"2021-07-05T14:33:08+0000";"0";"";""
"1";"25";"1";"3682270575206196_3682324118534175";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Merche Garcia que ignorante!! Han utilizado las tecnologías más punteras para fabricar estas vacunas!! Pero tu no te la pongas, dos dosis mas para las personas coherentes!";"2021-07-05T14:34:29+0000";"3";"";""
"1";"26";"1";"3682270575206196_3682326108533976";"data";"data.*";"fetched (200)";"2021-08-04 13:37:44.819594";"Facebook:/<post-id>/comments";"Yolanda Rubio ha oido hablar de del premio nobel Luc Momtagnier o del cientifico Michael Jeadon?";"2021-07-05T14:35:22+0000";"1";"";""
