"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3220262994740292";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3220262994740292_3220268984739693";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"GRACIAS A LAS COMUNIDADES, NO AL MINISTERIO DE SANIDAD NI AL GOBIERNO CENTRAL.  NO OS OLVIDÉIS QUE ESTO NO VA DE PONEROS LA MEDALLITA COMO SI FUERA MÉRITO VUESTRO.  O ES QUE SOLO LO MALO ES CULPA DE LA CONUNIDADES Y LOS DATOS POSITIVOS OS LOS APUNTÁIS VOSOTROS???  PROPAGANDISTAS";"2021-01-20T19:09:35+0000";"1";"";""
"1";"3";"1";"3220262994740292_3220269118073013";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Alguien comentando que las cifras están falseadas en... 3...2...1...";"2021-01-20T19:09:39+0000";"2";"";""
"1";"4";"1";"3220262994740292_3220269721406286";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Entre las vacunadas varios alcaldes del PSOE";"2021-01-20T19:09:58+0000";"7";"";""
"1";"5";"1";"3220262994740292_3220270298072895";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Le recuerdo que es Antireglamentario eso de poner a las 20:00h el estado de alarma. Eso es lo que pretende Juanma moreno. Nó le haga caso solo quiere perjudicar al gobierno infringiendo esa ley.";"2021-01-20T19:10:14+0000";"3";"";""
"1";"6";"1";"3220262994740292_3220272144739377";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"😶😶😶😶😶😶";"2021-01-20T19:11:15+0000";"0";"";""
"1";"7";"1";"3220262994740292_3220272664739325";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Esos políticos ahí, que no se bajan ni un euro el sueldo!! Que lastima no entre el covi en el Congreso, que se iba a cargar a todos los chupa tintas que sois! Políticos cabrones!";"2021-01-20T19:11:27+0000";"12";"";""
"1";"8";"1";"3220262994740292_3220276274738964";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Mentirosos";"2021-01-20T19:13:23+0000";"0";"";""
"1";"9";"1";"3220262994740292_3220276758072249";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Yo no conosco a nadie que aya vacunado aun";"2021-01-20T19:13:42+0000";"1";"";""
"1";"10";"1";"3220262994740292_3220277818072143";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Incluidos los que no deben vacunarse y se vacunan???";"2021-01-20T19:14:14+0000";"8";"";""
"1";"11";"1";"3220262994740292_3220277821405476";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Iker Coto Rodriguez si y 450 de Murcia ";"2021-01-20T19:14:15+0000";"3";"";""
"1";"12";"1";"3220262994740292_3220278548072070";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Un Gobierno que goza hurtándonos el Castellano en las rotulaciones oficiales sólo en catalán; no es de fiar.      ¡ Así serán sus vacunas, a imagen y semejanza!🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦🇪🇦💚";"2021-01-20T19:14:43+0000";"3";"";""
"1";"13";"1";"3220262994740292_3220279208072004";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"son tan graciosos, les ponemos un circo ?";"2021-01-20T19:15:09+0000";"5";"";""
"1";"14";"1";"3220262994740292_3220280721405186";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Todo mentira 🥲";"2021-01-20T19:16:05+0000";"3";"";""
"1";"15";"1";"3220262994740292_3220280738071851";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Y eso es algo ?? Si somos 48 millones .Porque  no sois más lentos.??";"2021-01-20T19:16:06+0000";"2";"";""
"1";"16";"1";"3220262994740292_3220281334738458";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Mentira";"2021-01-20T19:16:26+0000";"2";"";""
"1";"17";"1";"3220262994740292_3220282044738387";"data";"data.*";"fetched (200)";"2021-08-04 12:11:38.580560";"Facebook:/<post-id>/comments";"Este se cree que somos idiotas o qué..?";"2021-01-20T19:16:58+0000";"0";"";""
