"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3588468141253107";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3588468141253107_3588476564585598";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"https://ejercitoremanente.com/2021/05/31/atencion-peligros-del-grafeno/";"2021-05-31T14:46:15+0000";"2";"";""
"1";"3";"1";"3588468141253107_3588492877917300";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Rosario Muñoz Ledo las vacunas no contienen grafeno.";"2021-05-31T14:52:12+0000";"2";"";""
"1";"4";"1";"3588468141253107_3588496114583643";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"David Moyano un placer ";"2021-05-31T14:53:23+0000";"0";"";""
"1";"5";"1";"3588468141253107_3588499397916648";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Rosario Muñoz Ledo a ti por permitirme dar información contrastada y desmentir una asociación tonta.";"2021-05-31T14:54:16+0000";"4";"";""
"1";"6";"1";"3588468141253107_3588501171249804";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"David Moyano buen día. ";"2021-05-31T14:54:57+0000";"0";"";""
"1";"7";"1";"3588468141253107_3588512451248676";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"David Moyano no te esfuerces una troll suramericana difundiendo bulosIntentado entrar en nómina de la ultraderecha ";"2021-05-31T14:59:15+0000";"2";"";""
"1";"8";"1";"3588468141253107_3588515707915017";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Genial!!! Muchas gracias!!!!!!!";"2021-05-31T15:00:35+0000";"1";"";""
"1";"9";"1";"3588468141253107_3588517321248189";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"David Moyano como lo sabes?? Has analizado tu sus componentes??😂😂";"2021-05-31T15:01:11+0000";"2";"";""
"1";"10";"1";"3588468141253107_3588517954581459";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"";"2021-05-31T15:01:24+0000";"0";"";""
"1";"11";"1";"3588468141253107_3588525881247333";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"";"2021-05-31T15:04:23+0000";"0";"";""
"1";"12";"1";"3588468141253107_3588528534580401";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Paky Sola Mente sí. Solo hay que mirar el prospecto de la vacuna, que como cualquier medicamento tiene el suyo.  De nada! 😃";"2021-05-31T15:05:27+0000";"1";"";""
"1";"13";"1";"3588468141253107_3588532391246682";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"David Moyano entonces como explicas la imantación del cuerpo con materiales de metal??  De nada!!😃 😂😂😂😂";"2021-05-31T15:07:04+0000";"1";"";""
"1";"14";"1";"3588468141253107_3588536687912919";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Paky Sola  JAJAJAJAJAJA  “Imantación del cuerpo”  JAJAJAJAJAJA ";"2021-05-31T15:08:40+0000";"0";"";""
"1";"15";"1";"3588468141253107_3588538984579356";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Y estas a qué privilegiados se la van a administrar?";"2021-05-31T15:09:29+0000";"6";"";""
"1";"16";"1";"3588468141253107_3588539501245971";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"David Moyano sí ""imantación"" o material magnético, llámalo como quieras.";"2021-05-31T15:09:39+0000";"0";"";""
"1";"17";"1";"3588468141253107_3588540411245880";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Paky Sola Mente JAJAJAJA  JAJAJAJA  JAJAJAJAJA";"2021-05-31T15:09:57+0000";"0";"";""
"1";"18";"1";"3588468141253107_3588542577912330";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"David Moyano eso es todo lo que sabes hacer?? 🤦🏼‍♀️";"2021-05-31T15:10:42+0000";"0";"";""
"1";"19";"1";"3588468141253107_3588544321245489";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Paky Sola Mente pero qué más quieres que haga delante de tamaña tontería??";"2021-05-31T15:11:20+0000";"0";"";""
"1";"20";"1";"3588468141253107_3588545197912068";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"#sanidadnofunciona #osapoyamosmir ";"2021-05-31T15:11:42+0000";"0";"";""
"1";"21";"1";"3588468141253107_3588545481245373";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"David Moyano acuéstate anda....";"2021-05-31T15:11:49+0000";"0";"";""
"1";"22";"1";"3588468141253107_3588548191245102";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Paky Sola Mente no puedo, se me ha quedado el despertador pegado a la cara porque se me ha imantado la mandíbula 😂😂😂";"2021-05-31T15:12:48+0000";"1";"";""
"1";"23";"1";"3588468141253107_3588550644578190";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Africa Salva a mi 🥰";"2021-05-31T15:13:42+0000";"2";"";""
"1";"24";"1";"3588468141253107_3588551364578118";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"David Moyano tu cabeza sí que está imantada....";"2021-05-31T15:14:02+0000";"0";"";""
"1";"25";"1";"3588468141253107_3588552611244660";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Africa Salva me pusieron ya la 1 de esta vacuna 💉 ";"2021-05-31T15:14:32+0000";"2";"";""
"1";"26";"1";"3588468141253107_3588554031244518";"data";"data.*";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"Africa Salva   Hasta el jueves pasado se habían puesto 26 millones de vacunas en un total de 17,7 millones de privilegiados.   Supongo que se seguirá con el mismo criterio de “privilegios”. ";"2021-05-31T15:15:00+0000";"7";"";""
"1";"27";"1";"164716453628310_3588468141253107";"offcut";"";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"";"";"";"";""
"1";"28";"1";"164716453628310_3588468141253107";"headers";"";"fetched (200)";"2021-08-04 13:15:34.686104";"Facebook:/<post-id>/comments";"";"";"";"";""
"1";"29";"1";"3588468141253107_3588559114577343";"data";"data.*";"fetched (200)";"2021-08-04 13:15:35.137116";"Facebook:/<post-id>/comments";"Paky Sola Mente JAJAJAJA";"2021-05-31T15:16:47+0000";"0";"";""
"1";"30";"1";"3588468141253107_3588561464577108";"data";"data.*";"fetched (200)";"2021-08-04 13:15:35.137116";"Facebook:/<post-id>/comments";"Y si arrancan con la jenssen y así vamos mas rápido todos? Quien quiera vacunarse, no me ataquen los que no quieran 😂😂. Un pinchazo y ya. Que los de astra tengan su doble dosis, que se completen todas y a los nuevos, la jenssen y así terminamos antes. Al fin y al cabo todas son iguales";"2021-05-31T15:17:36+0000";"26";"";""
"1";"31";"1";"3588468141253107_3588565237910064";"data";"data.*";"fetched (200)";"2021-08-04 13:15:35.137116";"Facebook:/<post-id>/comments";"la manipulación comienza con la palabra. ""Expertos"", ""estudios"", ""médicos"", ""ensayos""... Todo en general, sin poner nombres y apellidos. Tratando a la gente como subnormales.";"2021-05-31T15:18:53+0000";"23";"";""
"1";"32";"1";"3588468141253107_3588565701243351";"data";"data.*";"fetched (200)";"2021-08-04 13:15:35.137116";"Facebook:/<post-id>/comments";"Arantxa La Misma sabes que no hay vacunas infinitas y según cada farmacéutica va sacando, se van vendiendo, no?";"2021-05-31T15:19:04+0000";"1";"";""
