"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3233351793431412";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3233351793431412_3233358306764094";"data";"data.*";"fetched (200)";"2021-08-04 12:15:02.009347";"Facebook:/<post-id>/comments";"Se está pinchando más gente a escondidas que el los 80";"2021-01-25T18:05:14+0000";"5";"";""
"1";"3";"1";"3233351793431412_3233358800097378";"data";"data.*";"fetched (200)";"2021-08-04 12:15:02.009347";"Facebook:/<post-id>/comments";"A este paso saldra otro covid antes de que se acabe la vacunacion";"2021-01-25T18:05:32+0000";"5";"";""
"1";"4";"1";"3233351793431412_3233366076763317";"data";"data.*";"fetched (200)";"2021-08-04 12:15:02.009347";"Facebook:/<post-id>/comments";"POR FAVOR DISCULPAR MI ""IGNORANCIA"" PERO LAS MATEMATICAS NO ME CUADRAN: 1.237.593 DOSIS ADMINISTRADAS, SI SON DOS (2) DOSIS PARA CADA PERSONA VACUNADA (PAUTA COMPLETA), PORQUE EL NUMERO DE PERSONAS ES TAN SOLO DE 88.698, Y NO CASI 600.000 PERSONAS QUE SERÍAN LA MITAD DE LAS DOSIS ADMINISTRADAS? NO LO PILLO, CREO QUE ESE DIA NO DEBÍ HABER IDO A CLASES.... GRACIAS";"2021-01-25T18:09:35+0000";"5";"";""
"1";"5";"1";"3233351793431412_3233368260096432";"data";"data.*";"fetched (200)";"2021-08-04 12:15:02.009347";"Facebook:/<post-id>/comments";"88698 personas vacunadas y llevamos un mes. No digo que el gobierno tenga la culpa, pero a este ritmo para vacunar a la mitad de la poblacion (23 millones) tardamos 250  meses aproximadamente. Una pequeña explicacion no estaría mal, que estamos cansados.";"2021-01-25T18:10:43+0000";"7";"";""
"1";"6";"1";"3233351793431412_3233370446762880";"data";"data.*";"fetched (200)";"2021-08-04 12:15:02.009347";"Facebook:/<post-id>/comments";"https://www.vacunacovid.gob.es/ ";"2021-01-25T18:11:52+0000";"0";"";""
"1";"7";"1";"3233351793431412_3233379983428593";"data";"data.*";"fetched (200)";"2021-08-04 12:15:02.009347";"Facebook:/<post-id>/comments";"¿No habían llegado más dosis hoy?";"2021-01-25T18:17:03+0000";"2";"";""
"1";"8";"1";"3233351793431412_3233387620094496";"data";"data.*";"fetched (200)";"2021-08-04 12:15:02.009347";"Facebook:/<post-id>/comments";"Si todos los repartidores de Amazon supieran vacunar ya estaría toda España vacunada ";"2021-01-25T18:21:09+0000";"20";"";""
"1";"9";"1";"3233351793431412_3233388540094404";"data";"data.*";"fetched (200)";"2021-08-04 12:15:02.009347";"Facebook:/<post-id>/comments";"A este ritmo de vacunacion cuando llevemos más de 3 años conviviendo con el virus, sin contagiarnos para que nos vamos a vacunar?";"2021-01-25T18:21:40+0000";"7";"";""
"1";"10";"1";"3233351793431412_3233392803427311";"data";"data.*";"fetched (200)";"2021-08-04 12:15:02.009347";"Facebook:/<post-id>/comments";"Alejandro Llaneras si hubiese vacunas,claro!🤦‍♀️😭";"2021-01-25T18:24:15+0000";"4";"";""
