"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3467993429967246";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3467993429967246_3468017133298209";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"mirad lo que le ha pasado a este sinvergüenza de vuestro clan, y aquí no lo cascáis eh, jajajaj https://www.europapress.es/nacional/noticia-miembro-mesa-senado-hospitalizado-recibir-primera-dosis-vacuna-astrazeneca-20210420134856.html";"2021-04-20T18:15:28+0000";"2";"";""
"1";"3";"1";"3467993429967246_3468019943297928";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"⚠️ Llegará un día en el que su cuñao y sus compañeros de trabajo le dirán a usted ¡ojalá te hubiera hecho caso con lo de las vacunas!  No tenia que habérmela puesto...";"2021-04-20T18:16:56+0000";"10";"";""
"1";"4";"1";"3467993429967246_3468028313297091";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"vaya bajon pego la vacunacion";"2021-04-20T18:20:33+0000";"2";"";""
"1";"5";"1";"3467993429967246_3468035163296406";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"";"2021-04-20T18:23:24+0000";"0";"";""
"1";"6";"1";"3467993429967246_3468035279963061";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"No me importaría nada que esta misma semana se alcanzasen las 14 millones de primeras dosis";"2021-04-20T18:23:27+0000";"2";"";""
"1";"7";"1";"3467993429967246_3468045863295336";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Ole vosotros , en francia 12 999 000 y además hay más gente en en el país de Pasteur que en el del Quijote jajajaja";"2021-04-20T18:27:56+0000";"0";"";""
"1";"8";"1";"3467993429967246_3468047476628508";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Como puede ser que haya taaanta diferencia de las dosis administradas y completas y encima queréis poner más tiempo ,esto es una vergüenza y chapuza ,la luz dice ,cuenta a la ciudadanía que hasta el 2023 no termina esta laaarga vacunación ,os vais a juntar con la renovación de la vacunación ";"2021-04-20T18:28:33+0000";"5";"";""
"1";"9";"1";"3467993429967246_3468050513294871";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Según una investigación a este ritmo se va a demorar 7 años a volver a la normalidad! 😭😭😭😭😭";"2021-04-20T18:30:14+0000";"3";"";""
"1";"10";"1";"3467993429967246_3468050729961516";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Como se pasa de tener 13,7 millones de dosis a 14,9 si solo llegaron 345mil??? Jajaja. El experto matemático se perdió las sumas en barrio sesamo";"2021-04-20T18:30:20+0000";"0";"";""
"1";"11";"1";"3467993429967246_3468053026627953";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Marylublue Snikers es debido a que la AstraZeneca tienen que pasar tres meses para ponerse la segunda dosis";"2021-04-20T18:31:31+0000";"3";"";""
"1";"12";"1";"3467993429967246_3468058623294060";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Jaume Costa Gómez ,pues tenían que haber contratado desde diciembre más personal que no quieren porque claro eso cuesta ,como van a mirar por la ciudadanía a si solo en campaña y por otro lado desde que se compro las vacunas es decir Agosto fíjate si han tenido para planificar y espaciar en el tiempo como administrarla hasta que se trajeran en Diciembre ";"2021-04-20T18:34:27+0000";"0";"";""
"1";"13";"1";"3467993429967246_3468060173293905";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Ahora ha salido diciendo que su ingreso al Hospital no es a causa de la vacuna....";"2021-04-20T18:35:16+0000";"0";"";""
"1";"14";"1";"3467993429967246_3468061409960448";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Sones Martillos acaban de insertar el 1,2 millones de pzifer de ayer";"2021-04-20T18:35:57+0000";"0";"";""
"1";"15";"1";"3467993429967246_3468061769960412";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Hugo Navarro ahora ha salido diciendo que su ingreso al Hospital no es por la vacuna.";"2021-04-20T18:36:07+0000";"0";"";""
"1";"16";"1";"3467993429967246_3468062323293690";"data";"data.*";"fetched (200)";"2021-08-04 12:53:50.271853";"Facebook:/<post-id>/comments";"Sones Martillos mañana pondrán las de AstraZeneca";"2021-04-20T18:36:20+0000";"0";"";""
