"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_2804779619621967";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"2804779619621967_2804782022955060";"data";"data.*";"fetched (200)";"2021-08-10 12:42:31.741033";"Facebook:/<post-id>/comments";"Como no la pillásteis a Rusia. Tenía buena pinta 😅🤣🤣";"2020-08-25T09:46:20+0000";"2";"";""
"1";"3";"1";"2804779619621967_2804783319621597";"data";"data.*";"fetched (200)";"2021-08-10 12:42:31.741033";"Facebook:/<post-id>/comments";"Seguro que pasa como con las ayudas a los autónomos, que a los 5’ ya no quedan, pero como publicidad os queda muy bien";"2020-08-25T09:47:05+0000";"7";"";""
"1";"4";"1";"2804779619621967_2804783946288201";"data";"data.*";"fetched (200)";"2021-08-10 12:42:31.741033";"Facebook:/<post-id>/comments";"La pregunta es ¿Para cuando estará disponible para la población?";"2020-08-25T09:47:19+0000";"2";"";""
"1";"5";"1";"2804779619621967_2804787139621215";"data";"data.*";"fetched (200)";"2021-08-10 12:42:31.741033";"Facebook:/<post-id>/comments";"Teresa AG Para vacunar a todos..2 años o 3";"2020-08-25T09:49:03+0000";"1";"";""
"1";"6";"1";"2804779619621967_2804789209621008";"data";"data.*";"fetched (200)";"2021-08-10 12:42:31.741033";"Facebook:/<post-id>/comments";"N saben comprar mascarillas, van a saber q vacuna comprar.";"2020-08-25T09:50:09+0000";"6";"";""
"1";"7";"1";"2804779619621967_2804791759620753";"data";"data.*";"fetched (200)";"2021-08-10 12:42:31.741033";"Facebook:/<post-id>/comments";"Javier Montilla";"2020-08-25T09:51:32+0000";"0";"";""
"1";"8";"1";"2804779619621967_2804792762953986";"data";"data.*";"fetched (200)";"2021-08-10 12:42:31.741033";"Facebook:/<post-id>/comments";"Vacuna para que? si han muertos solo ancianos de gripe... ";"2020-08-25T09:52:04+0000";"9";"";""
"1";"9";"1";"2804779619621967_2804795112953751";"data";"data.*";"fetched (200)";"2021-08-10 12:42:31.741033";"Facebook:/<post-id>/comments";"Compraran 100 por el doble de su precio, no habrá suficientes y las venderán por 1000. Luego el comité de sabios dividirá comprársela a Rusia o a China, en vez de países más fiables como Italia que ya están en estudio clínico...";"2020-08-25T09:53:14+0000";"4";"";""
"1";"10";"1";"2804779619621967_2804799889619940";"data";"data.*";"fetched (200)";"2021-08-10 12:42:31.741033";"Facebook:/<post-id>/comments";"Tener mucho cuidado ciudadanos. Astrazeneca tiene muchos xasos abiertos con justicia por mala praxis, uno perdido por 4 billones por la vacuna de la gripe mexicana, porque han fallecido mas gente por la vacuna que por el gripe en si. Con el coronavirus, el gobierno tiene que firmar que Astrazeneca no se hace responsable  en caso de daños por vacuna. Si no pertenece a grupo de riesgo y puede correr el riesgo de enfermarse con este virus,  me esperario unos 10 añitos para vacunarme con la vacuna de esta empresa ";"2020-08-25T09:55:44+0000";"9";"";""
