"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3220143781418880";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3220143781418880_3220144561418802";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Pole!";"2021-01-20T18:00:13+0000";"1";"";""
"1";"3";"1";"3220143781418880_3220145391418719";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Hasta 47 millones q somos mirad si os queda!!!!!";"2021-01-20T18:00:46+0000";"3";"";""
"1";"4";"1";"3220143781418880_3220158188084106";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Madre mia no falta ni nada.....";"2021-01-20T18:08:01+0000";"0";"";""
"1";"5";"1";"3220143781418880_3220159038084021";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Cuca DB bueno contando qué muchos no nos la ponemos acabarán antes ";"2021-01-20T18:08:35+0000";"5";"";""
"1";"6";"1";"3220143781418880_3220161038083821";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Ánimo a éste ritmo 30 años estamos todos vacunados,panda de inútiles";"2021-01-20T18:09:48+0000";"2";"";""
"1";"7";"1";"3220143781418880_3220162344750357";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Y la solidaridad con Andorra, como va? Pobrines.";"2021-01-20T18:10:36+0000";"1";"";""
"1";"8";"1";"3220143781418880_3220162451417013";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Subpole!";"2021-01-20T18:10:40+0000";"0";"";""
"1";"9";"1";"3220143781418880_3220163711416887";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Contando con los políticos q se han vacunado ilegalmente y no pasa nada verdad??";"2021-01-20T18:11:21+0000";"1";"";""
"1";"10";"1";"3220143781418880_3220173041415954";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Sólo  faltan 46 millones más. ..";"2021-01-20T18:16:36+0000";"1";"";""
"1";"11";"1";"3220143781418880_3220173491415909";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"A este ritmo, cuanto tardaran en vacunar a toda España!!!!! Deprimente";"2021-01-20T18:16:51+0000";"1";"";""
"1";"12";"1";"3220143781418880_3220174011415857";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Hijos de puta! Espero que las comunidades hagan lo que tengan que hacer";"2021-01-20T18:17:08+0000";"0";"";""
"1";"13";"1";"3220143781418880_3220174351415823";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"No, porque son dos dosis... faltan bastantes más.";"2021-01-20T18:17:21+0000";"0";"";""
"1";"14";"1";"3220143781418880_3220174811415777";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Llevamos buen ritmo,en un mes que llevamos hemos vacunado 1.000.000 de personas  Si seguimos así en 5 años todos vacunados🤦‍♀️";"2021-01-20T18:17:33+0000";"3";"";""
"1";"15";"1";"3220143781418880_3220179011415357";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"No os parece que  vais con retraso ?? Pues no queda nada .🙉😡";"2021-01-20T18:20:07+0000";"0";"";""
"1";"16";"1";"3220143781418880_3220182694748322";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Mis respetos a todas las cajeras,, tu lo pondrías todo al día,,, hacen falta personas como tu,, presentate";"2021-01-20T18:21:47+0000";"2";"";""
"1";"17";"1";"3220143781418880_3220184364748155";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Venga hasta la inmunidad al 70% solo faltan 66 millones de dosis";"2021-01-20T18:22:40+0000";"0";"";""
"1";"18";"1";"3220143781418880_3220190601414198";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Por favor, espabilen un poco, pongan todas ya!";"2021-01-20T18:26:25+0000";"1";"";""
"1";"19";"1";"3220143781418880_3220190704747521";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Carmen LI  yo en ningún momento dije ni he pensado q se la ponga los políticos... Ellos siempre abusan de su poder... Primero con las pcr y ahora con las vacunas... Ahí q tener más corazón hay mucha gente mayor encerrada desde marzo, ahora q ya están vacunados q se vayan a los hospitales y q ayuden.";"2021-01-20T18:26:31+0000";"0";"";""
"1";"20";"1";"3220143781418880_3220196924746899";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Ya solo os queda 46 millones,  si vais a  1.2 millones al mes, a este paso necesitamos 3 años para vacunar a todo el mundo, ¿ Eso es un logro?¿ A esto se le llama pais avanzado? MENUDA MIERDA!!! Hasta que no vacuneis a 8 millones al mes, ni hay nada que hacer!";"2021-01-20T18:30:16+0000";"22";"";""
"1";"21";"1";"3220143781418880_3220197611413497";"data";"data.*";"fetched (200)";"2021-08-04 12:11:01.487869";"Facebook:/<post-id>/comments";"Paso ya de meterme con el Gobierno, es tiempo perdido y no estamos para perder tiempo, nada de tiempo.  Por favor, hagan lo posible para NO SALIR DE SUS CASAS, SALGAN MENOS DE LO IMPRESCINDIBLE, LOS EMPRESARIOS QUE PUEDAN QUE ADOPTEN EL TELETRABAJO.  No hay equilibrio entre economía y salud, hay un caos de economía y un caos de salud, IGUALES DE PESIMOS AMBOS.  Insisto, NOS MORIMOS, NOS ARRUINAMOS O AMBAS COSAS.  No vean los telediarios, no hagan caso a los expertos, no hagan caso a los políticos,  CUIDENSE USTEDES MISMOS CON SU INTELIGENCIA.   INSISTO, NO SALGAN DE SU CASA PARA NADA, PARA NADA, PARA ABSOLUTAMENTE NADA. Preocúpense solo de VIVIR Y COMER, NADA MAS.  Nadie se va a preocupar por usted, por su salud y por su economía más que usted mismo. Y YA NOS HAN DEMOSTRADO DURSNTE CASI 1 AÑO QUE NADIE SE ESTA PREOCUPANDO.  Ayer se estamparon casi 2 aviones comerciales llenos de españoles. ¿Recuerdan el 11S? ¿Recuerdan lo vivido y lo sentido esos días? ¿Recuerdan lo que cambió el mundo por eso?  Recuerden, hoy hay en Españan casi 200.000 dosis de la vacuna ALMACENADAS y ayer el Ministro de Sanidad vendió 30.000 dosis a Andorra. Y NADIE, NADIE, ABSOLUTAMENTE NADIE TIEN 2 COJONES A IR A PEGARLE 2 TIROS ENTRE CEJA Y CEJA POR PERMITIR ESTO.  Sanidad registra un nuevo récord de contagios y la incidencia se eleva a 736";"2021-01-20T18:30:39+0000";"2";"";""
