"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"0";"1";"None";"164716453628310_3720739698025950";"seed";"";"";"None";"None";"";"";"";"";""
"1";"2";"1";"3720739698025950_3720742838025636";"data";"data.*";"fetched (200)";"2021-08-04 13:44:51.624487";"Facebook:/<post-id>/comments";"A ver los British no nos crean una variante nueva con sus libertades";"2021-07-19T16:37:48+0000";"4";"";""
"1";"3";"1";"3720739698025950_3720747794691807";"data";"data.*";"fetched (200)";"2021-08-04 13:44:51.624487";"Facebook:/<post-id>/comments";"Quiero saber que vais a hacer con la franja 60/69 que no quiere adenovirus ";"2021-07-19T16:40:00+0000";"7";"";""
"1";"4";"1";"3720739698025950_3720747984691788";"data";"data.*";"fetched (200)";"2021-08-04 13:44:51.624487";"Facebook:/<post-id>/comments";"";"2021-07-19T16:40:07+0000";"0";"";""
"1";"5";"1";"3720739698025950_3720756944690892";"data";"data.*";"fetched (200)";"2021-08-04 13:44:51.624487";"Facebook:/<post-id>/comments";"Africa Salva Podríamos apuntarle a clases de estadística";"2021-07-19T16:44:05+0000";"3";"";""
"1";"6";"1";"3720739698025950_3720765044690082";"data";"data.*";"fetched (200)";"2021-08-04 13:44:51.624487";"Facebook:/<post-id>/comments";"LA GUERRA DE LAS VACUNAS*  (1)  Hay 7 coronavirus capaces de infectar a humanos y son los mismos virus que los de la gripe. Al último de ellos, el del covid, para meter miedo y diferenciarlo del resto, se le llamó Síndrome Respiratorio Agudo Severo, aunque causa una mortalidad menor que muchos de los anteriores. La propia OMS considera al covid-19 como una enfermedad ""flulike"" o sea, similar a la gripe. 	La gripe española de 1918, el Ébola y el covid se originaron primero entre los cerdos (gripe porcina), luego entre los pollos y gallinas (gripe aviar) y bovinos (vacas locas) hasta que saltó a los humanos. Agravado por la ganadería intensiva, con los animales hacinados en macro-granjas, que sobreviven gracias a antibióticos y vacunas y agudizado por la creciente urbanización, productos ambos del desarrollo capitalista de las últimas décadas. 	El virus de covid es 20 veces menos letal que el de la gripe de 1918. En España, la pandemia actual es comparable a las gripes de los años 1957-58 o 1968-70. Del total de personas infectadas, entre un 50-80 % no tienen apenas síntomas y solo un 1% necesita cuidados intensivos. 	Al contrario de lo que sostienen las autoridades sanitarias:  - La falta de anticuerpos en sangre en una persona infectada por covid, indica una buena inmunidad. - Muchas personas que pasan la infección y tienen anticuerpos, al cabo de algunos meses estos pueden ser indetectables, sin que ello signifique que carezcan de inmunidad - Para defendernos del covid, no dependemos de la inmunidad adquirida con vacunas. Es mejor con la inmunidad natural, basada en nuestros anticuerpos.  La población ha aceptado medidas de dudosa efectividad, como el confinamiento, pues cuando la vida social se realiza en interiores, hay mayores posibilidades de contagio. Según el Informe de pandata. org, en general, una mayor severidad del confinamiento y cierre ordenado por las autoridades, no reducen los fallecimientos por covid-19. Si el contagio es bajo, se hace difícil sostener el miedo en la población y si el contagio es alto, se hace difícil demostrar la eficacia de las medidas adoptadas.  En esta pandemia ha habido una sobreestimación del número de muertos. En Europa, desde marzo de 2020, se incluyeron como covid todos los casos de gripe. No se distingue entre infección y enfermedad; muchas personas han muerto ""con"" covid, no ""de"" covid. El virus no es la causa, es el desencadenante. Todos los fallecidos que dieron positivo al covid, se registran como muertos por coronavirus, cuando 3/4 partes de estos fallecidos lo fueron por otras dolencias que ya padecían (neumonía, diabetes, un pasado con cáncer, obesidad o ser fumador). 	Cada año mueren en el mundo casi 60 millones de personas. Según se ve en el Gráfico, gran parte de estas muertes son evitables con agua potable, buena alimentación y mejora de las condiciones de higiene. Una humanidad que viene aceptando año tras año y sin grandes complejos, millones de muertes tempranas y evitables, ha sentido de repente que las muertes por covid son inaceptables y que se deben de evitar a toda costa.   * texto entresacado del libro ""Covid-19. La respuesta autoritaria y la estrategia del miedo"". Paz Francés, José R. Loayssa y Ariel Petruccelli. Ediciones El Salmón. 2021.  Ver el gráfico indicado aquí: https://www.facebook.com/santi.ochoamarco/posts/4561977170488199 -------------------- ";"2021-07-19T16:47:36+0000";"18";"";""
"1";"7";"1";"3720739698025950_3720781468021773";"data";"data.*";"fetched (200)";"2021-08-04 13:44:51.624487";"Facebook:/<post-id>/comments";"Jan Tomàs Armengol para que?";"2021-07-19T16:55:03+0000";"0";"";""
"1";"8";"1";"3720739698025950_3720783111354942";"data";"data.*";"fetched (200)";"2021-08-04 13:44:51.624487";"Facebook:/<post-id>/comments";"Africa Salva, pues que se esperen a ver si algún laboratorio fabrica otro tipo de vacunas....";"2021-07-19T16:55:43+0000";"0";"";""
"1";"9";"1";"3720739698025950_3720783834688203";"data";"data.*";"fetched (200)";"2021-08-04 13:44:51.624487";"Facebook:/<post-id>/comments";"🖕";"2021-07-19T16:56:05+0000";"4";"";""
"1";"10";"1";"3720739698025950_3720788698021050";"data";"data.*";"fetched (200)";"2021-08-04 13:44:51.624487";"Facebook:/<post-id>/comments";"Jose Luis Pinel Valderrey ya los hay, 2.";"2021-07-19T16:57:56+0000";"0";"";""
